"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado";"Estalvi";"RatiFin"
"negatiu";25;"escriptura";60;61;"casat";"reg_si";"autonom";45;100;39000;0;1060;1134;3.11320754716981;93.4744268077601
"negatiu";3;"lloguer";18;30;"casat";"reg_no";"autonom";54;90;0;0;300;425;2.16;70.5882352941177
"positiu";2;"escriptura";48;40;"casat";"reg_no";"autonom";60;160;3000;800;1300;1521;3.39692307692308;85.4700854700855
"positiu";3;"lloguer";48;36;"casat";"reg_si";"fixe";82;222;0;0;1900;2100;3.53684210526316;90.4761904761905
"positiu";18;"escriptura";60;42;"casat";"reg_no";"fixe";75;111;2500;0;1150;1640;1.87826086956522;70.1219512195122
"positiu";1;"escriptura";48;18;"solter";"reg_no";"temporal";45;111;7000;0;1100;1299;2.88;84.6805234795997
"positiu";4;"escriptura";36;23;"casat";"reg_no";"fixe";75;168;4000;0;1100;1385;3.04363636363636;79.4223826714802
"positiu";20;"escriptura";60;49;"casat";"reg_no";"autonom";90;215;4500;0;1000;1228;7.5;81.4332247557003
"positiu";14;"escriptura";60;28;"casat";"reg_no";"autonom";75;94;5500;9500;1660;2419;-2.74698795180723;68.6233980983878
"positiu";0;"pares";36;26;"solter";"reg_no";"fixe";35;63;0;0;600;994;1.68;60.3621730382294
"negatiu";8;"lloguer";60;25;"casat";"reg_si";"fixe";73;280;0;0;600;1364;20.7;43.9882697947214
"positiu";15;"escriptura";48;33;"casat";"reg_no";"fixe";75;220;7000;0;1300;2400;5.35384615384615;54.1666666666667
"positiu";3;"escriptura";60;30;"casat";"reg_no";"fixe";45;126;3500;2400;1000;1120;3.42;89.2857142857143
"positiu";20;"escriptura";36;44;"casat";"reg_no";"fixe";60;120;3000;0;350;400;6.17142857142857;87.5
"negatiu";2;"pares";60;25;"divorciat";"reg_no";"temporal";35;90;0;0;900;1111;3.66666666666667;81.008100810081
"positiu";17;"escriptura";24;55;"casat";"reg_no";"autonom";75;191;14000;0;1000;2420;2.784;41.3223140495868
"positiu";20;"lloguer";60;41;"solter";"reg_no";"autonom";50;148;4000;0;835;1356;7.04191616766467;61.5781710914454
"negatiu";0;"altres viv";60;47;"vidu";"reg_si";"autonom";45;0;0;0;1500;1600;-1.8;93.75
"positiu";2;"pares";24;26;"solter";"reg_no";"fixe";35;88;0;0;325;450;3.91384615384615;72.2222222222222
"positiu";11;"pares";60;27;"casat";"reg_no";"fixe";60;150;2500;0;1100;1129;4.90909090909091;97.4313551815766
"negatiu";12;"escriptura";60;34;"casat";"reg_no";"fixe";60;115;4000;0;1650;1686;2;97.864768683274
"negatiu";1;"lloguer";60;31;"divorciat";"reg_si";"fixe";43;76;0;0;500;1300;3.96;38.4615384615385
"positiu";2;"escriptura";60;37;"casat";"reg_no";"fixe";60;145;3500;1100;1250;1763;3.552;70.9018718094158
"negatiu";17;"contr_privat";60;48;"casat";"reg_si";"autonom";60;69;7000;0;1400;1813;0.385714285714286;77.2200772200772
"positiu";13;"escriptura";60;52;"casat";"reg_no";"autonom";60;0;20000;0;1370;1714;-2.62773722627737;79.9299883313886
"positiu";3;"pares";36;22;"solter";"reg_no";"fixe";35;60;19000;0;775;1050;1.16129032258065;73.8095238095238
"negatiu";4;"pares";48;25;"solter";"reg_no";"fixe";35;73;0;0;700;814;2.60571428571429;85.995085995086
"positiu";38;"escriptura";48;56;"vidu";"reg_no";"fixe";35;112;3000;0;850;960;4.34823529411765;88.5416666666667
"negatiu";12;"escriptura";60;39;"casat";"reg_no";"fixe";90;95;4000;250;1450;1686;0.103448275862069;86.0023724792408
"positiu";15;"pares";48;40;"solter";"reg_no";"fixe";35;150;0;0;1000;1399;5.52;71.4796283059328
"positiu";20;"escriptura";60;51;"casat";"reg_no";"fixe";60;250;2500;0;1250;1825;9.12;68.4931506849315
"positiu";0;"pares";48;27;"solter";"reg_si";"fixe";35;46;0;0;900;1216;0.586666666666667;74.0131578947368
"positiu";2;"contr_privat";60;25;"casat";"reg_no";"fixe";45;60;3000;0;1150;1163;0.782608695652174;98.8822012037833
"negatiu";4;"altres viv";60;25;"solter";"reg_no";"temporal";35;92;0;0;1400;1661;2.44285714285714;84.2865743527995
"positiu";7;"escriptura";60;36;"casat";"reg_no";"fixe";90;120;6000;1500;900;1175;1;76.5957446808511
"positiu";4;"escriptura";12;32;"casat";"reg_no";"fixe";45;231;13000;290;400;1198;5.493;33.3889816360601
"negatiu";2;"lloguer";60;32;"casat";"reg_no";"fixe";93;175;0;0;1650;1688;2.98181818181818;97.7488151658768
"positiu";2;"pares";48;23;"solter";"reg_no";"temporal";35;160;3500;1200;1200;1426;4.52;84.1514726507714
"positiu";1;"pares";60;22;"solter";"reg_no";"fixe";35;109;0;0;1000;1466;4.44;68.212824010914
"negatiu";0;"pares";48;25;"casat";"reg_no";"fixe";60;247;0;0;1900;1900;4.72421052631579;100
"negatiu";0;"altres viv";60;34;"solter";"reg_no";"fixe";35;140;3000;0;1550;1570;4.06451612903226;98.7261146496815
"positiu";2;"altres viv";60;41;"separat";"reg_no";"autonom";35;100;5000;0;1200;1450;3.25;82.7586206896552
"positiu";8;"pares";48;28;"solter";"reg_no";"fixe";35;115;500;0;360;363;10.6666666666667;99.1735537190083
"positiu";1;"lloguer";36;37;"casat";"reg_no";"autonom";90;0;0;0;850;998;-3.81176470588235;85.1703406813627
"positiu";3;"lloguer";36;34;"solter";"reg_no";"fixe";41;63;30000;0;625;921;1.2672;67.8610206297503
"negatiu";0;"pares";60;20;"solter";"reg_no";"fixe";35;79;0;0;1570;1575;1.68152866242038;99.6825396825397
"positiu";10;"lloguer";48;38;"casat";"reg_no";"autonom";78;333;0;0;700;1386;17.4857142857143;50.5050505050505
"positiu";4;"escriptura";48;49;"solter";"reg_si";"fixe";35;183;8000;0;1200;1531;5.92;78.3801436969301
"positiu";2;"pares";24;21;"solter";"reg_no";"autonom";35;0;0;0;250;355;-3.36;70.4225352112676
"negatiu";0;"escriptura";36;36;"casat";"reg_no";"altres sit";45;25;3500;0;1300;2246;-0.553846153846154;57.8806767586821
"positiu";20;"contr_privat";60;39;"casat";"reg_no";"fixe";90;159;2000;0;750;790;5.52;94.9367088607595
"negatiu";10;"lloguer";60;39;"casat";"reg_si";"autonom";119;292;13000;2500;1500;2262;5.92;66.3129973474801
"positiu";0;"lloguer";60;29;"casat";"reg_no";"temporal";61;160;0;0;1000;1055;5.94;94.7867298578199
"positiu";21;"lloguer";36;42;"casat";"reg_no";"fixe";74;135;450;0;240;1275;9.15;18.8235294117647
"negatiu";3;"lloguer";60;48;"separat";"reg_si";"fixe";47;120;0;0;1000;1077;4.38;92.8505106778087
"positiu";2;"escriptura";36;27;"vidu";"reg_no";"fixe";35;135;8000;0;750;1296;4.8;57.8703703703704
"negatiu";3;"escriptura";36;43;"casat";"reg_no";"autonom";45;0;3500;0;600;800;-2.7;75
"negatiu";1;"escriptura";60;46;"casat";"reg_si";"fixe";75;209;11000;0;1800;2015;4.46666666666667;89.3300248138958
"positiu";19;"lloguer";18;39;"solter";"reg_no";"fixe";45;100;0;0;450;997;2.2;45.135406218656
"negatiu";3;"lloguer";24;22;"solter";"reg_no";"autonom";50;148;0;0;700;950;3.36;73.6842105263158
"negatiu";25;"pares";60;64;"casat";"reg_si";"fixe";45;130;0;0;2047;2946;2.4914509037616;69.4840461642906
"positiu";2;"lloguer";60;28;"solter";"reg_no";"fixe";45;101;0;0;1300;1333;2.58461538461538;97.5243810952738
"positiu";3;"pares";36;21;"solter";"reg_no";"temporal";35;49;0;0;750;850;0.672;88.2352941176471
"positiu";5;"lloguer";30;58;"casat";"reg_no";"fixe";80;200;15000;0;520;690;6.92307692307692;75.3623188405797
"negatiu";6;"lloguer";36;41;"casat";"reg_si";"autonom";75;0;0;0;775;875;-3.48387096774194;88.5714285714286
"positiu";10;"lloguer";36;47;"solter";"reg_no";"temporal";86;114;3500;0;400;872;2.52;45.8715596330275
"positiu";17;"lloguer";24;49;"casat";"reg_no";"autonom";80;53;0;0;600;1104;-1.08;54.3478260869565
"positiu";0;"escriptura";12;22;"solter";"reg_no";"fixe";35;132;3500;0;300;509;3.88;58.9390962671906
"negatiu";0;"escriptura";60;62;"casat";"reg_no";"altres sit";45;42;4000;0;500;827;-0.36;60.459492140266
"negatiu";2;"pares";36;24;"solter";"reg_no";"fixe";35;90;0;0;1000;1150;1.98;86.9565217391304
"positiu";28;"escriptura";24;59;"casat";"reg_no";"autonom";60;606;6000;0;1550;1760;8.4541935483871;88.0681818181818
"positiu";0;"lloguer";48;36;"casat";"reg_no";"fixe";74;141;0;0;1150;1485;2.79652173913043;77.4410774410774
"positiu";5;"escriptura";60;36;"casat";"reg_no";"fixe";75;141;4000;0;1300;1435;3.04615384615385;90.5923344947735
"negatiu";5;"pares";36;45;"casat";"reg_si";"fixe";75;68;0;0;2375;2875;-0.106105263157895;82.6086956521739
"positiu";12;"escriptura";36;41;"casat";"reg_no";"autonom";60;164;10000;0;1000;2100;3.744;47.6190476190476
"positiu";4;"escriptura";24;30;"casat";"reg_si";"fixe";45;165;3000;0;250;450;11.52;55.5555555555556
"positiu";6;"pares";60;43;"casat";"reg_no";"autonom";75;70;4000;0;1000;1548;-0.3;64.5994832041344
"positiu";0;"lloguer";24;23;"solter";"reg_no";"fixe";42;70;0;0;125;125;5.376;100
"positiu";9;"escriptura";48;41;"separat";"reg_no";"fixe";35;60;8000;1000;1200;1538;0.6;78.0234070221066
"positiu";9;"lloguer";36;31;"casat";"reg_si";"autonom";84;241;10000;0;3800;5852;1.48736842105263;64.9350649350649
"negatiu";2;"lloguer";12;47;"casat";"reg_si";"fixe";103;426;0;0;350;450;11.0742857142857;77.7777777777778
"negatiu";2;"lloguer";60;36;"separat";"reg_si";"autonom";35;0;0;0;2000;2676;-1.05;74.7384155455904
"positiu";2;"pares";12;25;"solter";"reg_si";"autonom";35;74;18000;0;600;1638;0.78;36.6300366300366
"positiu";18;"escriptura";60;49;"casat";"reg_no";"fixe";135;180;13500;0;900;994;3;90.5432595573441
"positiu";16;"escriptura";36;57;"casat";"reg_no";"fixe";60;154;4000;130;700;1090;4.76742857142857;64.2201834862385
"negatiu";10;"escriptura";60;26;"casat";"reg_no";"fixe";60;63;5000;3000;1400;1432;-1.15714285714286;97.7653631284916
"positiu";11;"escriptura";60;37;"casat";"reg_no";"fixe";90;289;7000;250;1200;1599;9.825;75.046904315197
"negatiu";14;"escriptura";36;45;"separat";"reg_no";"fixe";45;190;12000;0;2100;2758;2.48571428571429;76.1421319796954
"positiu";4;"lloguer";60;24;"casat";"reg_no";"fixe";75;147;0;0;1300;1700;3.32307692307692;76.4705882352941
"negatiu";1;"escriptura";60;42;"casat";"reg_si";"fixe";105;198;3500;250;1000;1245;5.43;80.3212851405623
"negatiu";2;"lloguer";24;23;"solter";"reg_si";"autonom";75;400;0;0;750;900;10.4;83.3333333333333
"positiu";1;"lloguer";60;38;"casat";"reg_no";"temporal";58;130;0;0;1450;1593;2.97931034482759;91.023226616447
"negatiu";2;"escriptura";60;36;"casat";"reg_si";"autonom";60;140;29000;0;3900;4812;1.23076923076923;81.0473815461347
"positiu";13;"pares";60;27;"casat";"reg_no";"fixe";60;100;0;0;950;1152;2.52631578947368;82.4652777777778
"positiu";5;"escriptura";24;37;"casat";"reg_no";"autonom";90;143;7000;0;700;900;1.81714285714286;77.7777777777778
"negatiu";1;"lloguer";36;25;"casat";"reg_no";"fixe";54;87;0;0;500;646;2.376;77.3993808049536
"positiu";6;"lloguer";60;23;"casat";"reg_no";"fixe";62;171;0;0;1000;1209;6.54;82.7129859387924
"positiu";20;"escriptura";36;47;"casat";"reg_no";"fixe";75;203;4000;0;1050;1258;4.38857142857143;83.4658187599364
"positiu";9;"escriptura";18;52;"casat";"reg_no";"fixe";60;154;5500;0;500;1531;3.384;32.6583932070542
"positiu";15;"escriptura";12;55;"casat";"reg_no";"fixe";45;130;7000;0;200;1240;5.1;16.1290322580645
"positiu";0;"pares";48;28;"solter";"reg_no";"fixe";35;90;3500;0;1000;1210;2.64;82.6446280991736
"positiu";5;"pares";60;24;"solter";"reg_no";"fixe";35;92;0;0;1030;1068;3.32038834951456;96.4419475655431
"positiu";15;"pares";36;40;"casat";"reg_si";"autonom";75;0;0;0;375;375;-7.2;100
"positiu";4;"escriptura";48;36;"casat";"reg_no";"fixe";75;210;4000;0;1800;2628;3.6;68.4931506849315
"positiu";4;"escriptura";24;26;"casat";"reg_no";"fixe";45;115;4000;0;500;1400;3.36;35.7142857142857
"positiu";5;"pares";18;22;"solter";"reg_no";"fixe";35;80;0;0;600;1132;1.35;53.0035335689046
"positiu";2;"pares";60;25;"solter";"reg_no";"fixe";35;110;0;0;860;959;5.23255813953488;89.6767466110532
"positiu";4;"escriptura";24;44;"casat";"reg_no";"autonom";75;86;5000;0;900;1100;0.293333333333333;81.8181818181818
"positiu";0;"escriptura";60;56;"casat";"reg_no";"altres sit";60;117;3000;0;1200;1347;2.85;89.086859688196
"positiu";1;"altres viv";42;33;"casat";"reg_si";"fixe";90;138;3500;606;1400;1700;1.2582;82.3529411764706
"positiu";7;"escriptura";60;42;"casat";"reg_no";"fixe";45;88;4000;0;850;1033;3.03529411764706;82.2846079380445
"positiu";11;"pares";12;29;"casat";"reg_no";"fixe";60;54;0;0;600;1683;-0.12;35.650623885918
"positiu";40;"lloguer";18;62;"casat";"reg_no";"autonom";77;166;10000;0;900;2040;1.78;44.1176470588235
"positiu";10;"escriptura";60;33;"casat";"reg_no";"fixe";75;364;60000;0;1300;1804;13.3384615384615;72.0620842572062
"positiu";3;"escriptura";48;32;"casat";"reg_no";"autonom";75;65;10500;1500;1500;2155;-0.8;69.6055684454756
"positiu";24;"escriptura";60;54;"casat";"reg_no";"autonom";45;109;17000;0;2000;3400;1.92;58.8235294117647
"positiu";6;"pares";36;24;"solter";"reg_no";"fixe";35;57;0;0;380;490;2.08421052631579;77.5510204081633
"negatiu";2;"lloguer";48;36;"divorciat";"reg_no";"fixe";45;99;0;0;750;1350;3.456;55.5555555555556
"positiu";3;"pares";48;27;"casat";"reg_no";"fixe";45;227;0;0;1150;1575;7.59652173913044;73.015873015873
"positiu";11;"escriptura";60;29;"solter";"reg_no";"fixe";35;57;1500;0;700;994;1.88571428571429;70.4225352112676
"positiu";1;"pares";24;22;"solter";"reg_no";"temporal";35;80;0;0;150;400;7.2;37.5
"negatiu";5;"lloguer";36;22;"solter";"reg_no";"fixe";42;70;0;0;850;870;1.18588235294118;97.7011494252874
"positiu";1;"lloguer";48;39;"casat";"reg_no";"fixe";86;105;0;0;1300;1600;0.701538461538462;81.25
"negatiu";1;"pares";48;24;"solter";"reg_si";"fixe";35;65;0;0;900;1061;1.6;84.8256361922714
"positiu";20;"escriptura";48;39;"casat";"reg_no";"autonom";75;45;10000;0;2000;3650;-0.72;54.7945205479452
"positiu";7;"pares";48;31;"solter";"reg_si";"fixe";35;72;5500;0;1000;1051;1.776;95.1474785918173
"positiu";3;"pares";36;31;"casat";"reg_si";"fixe";60;80;0;0;1450;1700;0.496551724137931;85.2941176470588
"positiu";25;"escriptura";48;47;"casat";"reg_no";"autonom";60;157;15000;0;1990;2460;2.33969849246231;80.8943089430894
"positiu";12;"escriptura";36;46;"casat";"reg_si";"fixe";60;117;3000;0;825;1325;2.48727272727273;62.2641509433962
"positiu";4;"lloguer";36;32;"casat";"reg_no";"fixe";55;100;0;0;300;500;5.4;60
"positiu";0;"contr_privat";12;28;"casat";"reg_no";"fixe";60;130;3000;2000;380;1308;1.57894736842105;29.0519877675841
"positiu";15;"escriptura";12;49;"casat";"reg_no";"autonom";75;0;17000;0;700;1420;-1.28571428571429;49.2957746478873
"positiu";20;"escriptura";12;60;"casat";"reg_no";"autonom";60;0;40000;0;700;1420;-1.02857142857143;49.2957746478873
"negatiu";0;"altres viv";60;31;"casat";"reg_si";"fixe";90;0;0;0;1450;1604;-3.72413793103448;90.3990024937656
"positiu";12;"escriptura";54;35;"casat";"reg_no";"fixe";75;113;3000;600;1650;1800;1.04727272727273;91.6666666666667
"positiu";10;"escriptura";48;44;"casat";"reg_no";"fixe";75;450;12000;0;1030;1128;17.4757281553398;91.3120567375886
"positiu";0;"pares";48;21;"solter";"reg_no";"fixe";35;50;0;0;1000;1091;0.72;91.6590284142988
"negatiu";2;"escriptura";48;20;"solter";"reg_no";"autonom";35;450;31000;0;1500;1853;13.28;80.9498111171074
"negatiu";0;"ignora_cont";36;45;"casat";"reg_no";"temporal";75;87;1500;0;300;480;1.44;62.5
"positiu";1;"escriptura";60;34;"casat";"reg_si";"fixe";45;180;2500;300;1300;1817;6.09230769230769;71.5465052283985
"positiu";1;"lloguer";60;21;"casat";"reg_no";"fixe";58;132;0;0;1275;1381;3.48235294117647;92.3244026068067
"negatiu";6;"escriptura";36;44;"casat";"reg_no";"fixe";75;150;7000;600;650;650;3.82153846153846;100
"positiu";1;"lloguer";36;34;"casat";"reg_no";"autonom";94;189;15000;1500;1500;2435;1.92;61.6016427104723
"positiu";15;"lloguer";48;40;"casat";"reg_si";"fixe";88;125;0;0;1100;1498;1.61454545454545;73.4312416555407
"positiu";11;"pares";36;29;"solter";"reg_no";"fixe";35;64;0;0;600;1314;1.74;45.662100456621
"positiu";1;"lloguer";36;44;"casat";"reg_no";"fixe";105;145;0;0;1000;2275;1.44;43.956043956044
"negatiu";1;"lloguer";36;27;"solter";"reg_no";"fixe";42;67;0;0;1000;1350;0.9;74.0740740740741
"negatiu";1;"escriptura";36;27;"casat";"reg_no";"temporal";45;127;4500;3000;600;745;3.12;80.5369127516778
"positiu";11;"escriptura";48;46;"casat";"reg_no";"autonom";75;160;10000;0;1150;1156;3.54782608695652;99.4809688581315
"positiu";2;"escriptura";60;43;"casat";"reg_si";"fixe";45;63;3000;0;1100;1683;0.981818181818182;65.359477124183
"positiu";1;"escriptura";36;25;"vidu";"reg_no";"fixe";45;60;2000;0;525;800;1.02857142857143;65.625
"positiu";11;"lloguer";60;28;"solter";"reg_no";"fixe";42;67;0;0;900;1399;1.66666666666667;64.3316654753395
"positiu";3;"escriptura";48;30;"casat";"reg_no";"fixe";75;88;6000;400;1200;1796;0.36;66.815144766147
"negatiu";1;"lloguer";48;29;"casat";"reg_no";"temporal";77;170;0;0;1300;2262;3.43384615384615;57.4712643678161
"positiu";15;"lloguer";60;39;"casat";"reg_no";"autonom";60;145;5000;0;1300;1625;3.92307692307692;80
"negatiu";1;"altres viv";42;24;"solter";"reg_si";"fixe";35;60;0;0;1200;1616;0.875;74.2574257425743
"positiu";8;"escriptura";12;29;"casat";"reg_no";"fixe";45;92;6000;2400;100;1492;2.76;6.70241286863271
"positiu";10;"contr_privat";60;55;"casat";"reg_no";"fixe";60;195;4000;0;1900;2150;4.26315789473684;88.3720930232558
"positiu";3;"lloguer";36;27;"casat";"reg_no";"fixe";68;80;0;0;325;400;1.32923076923077;81.25
"negatiu";2;"escriptura";36;20;"solter";"reg_no";"autonom";35;0;80000;30000;750;1350;-16.08;55.5555555555556
"positiu";0;"altres viv";42;24;"solter";"reg_no";"fixe";35;42;0;0;800;1450;0.3675;55.1724137931034
"positiu";9;"altres viv";36;32;"solter";"reg_no";"fixe";35;125;0;0;1000;1725;3.24;57.9710144927536
"positiu";4;"lloguer";48;38;"casat";"reg_no";"fixe";91;161;5000;0;800;1008;4.2;79.3650793650794
"positiu";0;"pares";24;24;"solter";"reg_no";"temporal";35;117;4000;0;1000;1489;1.968;67.1591672263264
"positiu";7;"escriptura";18;33;"casat";"reg_no";"autonom";60;164;4000;0;550;1679;3.40363636363636;32.7575938058368
"positiu";1;"pares";60;30;"solter";"reg_no";"fixe";35;75;0;0;1000;1156;2.4;86.5051903114187
"positiu";25;"altres viv";18;43;"casat";"reg_no";"fixe";75;85;700;0;400;1205;0.45;33.195020746888
"positiu";6;"lloguer";60;34;"separat";"reg_no";"fixe";47;120;0;0;1100;1700;3.98181818181818;64.7058823529412
"positiu";3;"lloguer";48;35;"separat";"reg_no";"fixe";59;240;0;0;1300;1627;6.68307692307692;79.9016594960049
"positiu";4;"escriptura";60;24;"casat";"reg_no";"autonom";60;250;9000;3400;1250;1300;7.488;96.1538461538462
"negatiu";0;"escriptura";60;30;"casat";"reg_no";"altres sit";60;78;3500;0;1250;1365;0.864;91.5750915750916
"positiu";5;"escriptura";18;28;"casat";"reg_no";"fixe";60;102;2500;1300;450;1437;1.16;31.3152400835073
"negatiu";12;"escriptura";48;49;"casat";"reg_si";"fixe";45;152;7500;0;1100;2120;4.66909090909091;51.8867924528302
"positiu";4;"contr_privat";24;44;"casat";"reg_no";"fixe";75;96;4000;0;580;923;0.868965517241379;62.8385698808234
"negatiu";9;"pares";60;31;"solter";"reg_si";"fixe";35;92;0;0;1000;1161;3.42;86.1326442721791
"positiu";2;"pares";60;26;"casat";"reg_no";"fixe";45;199;0;0;1500;1698;6.16;88.339222614841
"positiu";0;"escriptura";48;43;"casat";"reg_no";"temporal";75;71;14000;0;1100;1660;-0.174545454545455;66.2650602409639
"positiu";13;"escriptura";60;38;"solter";"reg_no";"fixe";45;80;4000;0;1060;1274;1.9811320754717;83.2025117739403
"positiu";2;"altres viv";42;25;"casat";"reg_no";"fixe";60;190;0;0;1100;1729;4.96363636363636;63.6205899363794
"positiu";8;"escriptura";36;40;"casat";"reg_no";"autonom";75;200;10000;0;700;800;6.42857142857143;87.5
"positiu";14;"contr_privat";12;49;"casat";"reg_no";"fixe";90;140;3000;500;400;1432;1.35;27.9329608938547
"negatiu";11;"lloguer";48;40;"casat";"reg_no";"fixe";59;140;0;0;1000;1930;3.888;51.8134715025907
"negatiu";20;"escriptura";36;57;"casat";"reg_no";"fixe";90;114;5000;1500;1000;1193;0.324;83.8222967309304
"positiu";1;"pares";48;28;"solter";"reg_no";"fixe";35;140;0;0;1400;1728;3.6;81.0185185185185
"positiu";14;"pares";60;28;"casat";"reg_no";"fixe";45;140;0;0;1150;1301;4.95652173913043;88.3935434281322
"positiu";13;"escriptura";48;54;"casat";"reg_si";"fixe";45;90;2500;0;1000;1198;2.16;83.4724540901503
"positiu";0;"escriptura";36;36;"casat";"reg_no";"fixe";75;424;9500;700;1000;1690;12.312;59.1715976331361
"positiu";1;"lloguer";60;26;"casat";"reg_no";"temporal";61;155;0;0;1035;1709;5.44927536231884;60.5617320070217
"negatiu";0;"escriptura";60;36;"casat";"reg_si";"autonom";75;209;6000;0;1650;1861;4.87272727272727;88.6620096722192
"positiu";10;"lloguer";60;26;"casat";"reg_no";"fixe";78;175;0;0;1000;1314;5.82;76.103500761035
"positiu";28;"pares";24;44;"casat";"reg_no";"autonom";90;180;0;0;450;1472;4.8;30.570652173913
"positiu";8;"escriptura";36;30;"casat";"reg_no";"fixe";60;50;5000;400;300;1890;-1.68;15.8730158730159
"positiu";1;"escriptura";36;24;"casat";"reg_no";"fixe";45;113;3500;0;1200;1702;2.04;70.5052878965923
"negatiu";1;"lloguer";48;26;"solter";"reg_no";"fixe";45;100;0;0;1400;1968;1.88571428571429;71.1382113821138
"negatiu";0;"altres viv";60;27;"casat";"reg_si";"fixe";75;0;0;0;1600;1786;-2.8125;89.5856662933931
"positiu";1;"escriptura";60;44;"casat";"reg_no";"autonom";90;905;20000;15000;1200;1381;33.25;86.8935553946416
"positiu";1;"altres viv";36;29;"solter";"reg_no";"fixe";35;52;0;0;1000;1152;0.612;86.8055555555556
"positiu";8;"escriptura";60;32;"casat";"reg_no";"fixe";75;157;3500;1800;1300;1590;2.95384615384615;81.7610062893082
"positiu";10;"escriptura";24;46;"casat";"reg_no";"autonom";120;400;6000;2700;600;1080;10.12;55.5555555555556
"positiu";4;"lloguer";48;39;"casat";"reg_no";"fixe";91;157;0;0;1300;1501;2.43692307692308;86.6089273817455
